t,wall_t,phase,cmd_rot_dps,cmd_des_mmps,shaft_z_mm,shaft_angle_mod60,contact_area_mm2,n_contacts,max_depth_mm,frame_ms,net_fx_N,net_fy_N,net_fz_N,net_tx_Nm,net_ty_Nm,net_tz_Nm,applied_fz_N,applied_tz_Nm
7.8167,25.5868,search_groove,150.0,25.0,48.28,0.16,2677.934,48,1.3095,112.04,0.796,0.869,-0.743,-0.01059,0.00196,-0.00189,20.0,0.2618
7.8333,25.6789,search_groove,150.0,25.0,48.28,0.16,2677.934,38,1.3095,54.27,0.227,0.243,-0.737,0.03311,-0.00352,0.02199,20.0,0.2618
7.85,25.7779,search_groove,150.0,25.0,48.28,0.16,2677.934,51,1.3095,60.78,-0.871,-0.553,0.72,-0.03587,0.00179,-0.02573,20.0,0.2618
7.8667,25.8772,search_groove,150.0,25.0,48.28,0.16,2677.934,47,1.3095,61.12,0.122,0.908,-0.913,0.03753,0.005,0.02848,20.0,0.2618
7.8833,25.9769,search_groove,150.0,25.0,46.493,0.1,2677.934,49,1.3095,62.15,-0.254,-0.939,0.704,-0.03345,-0.01871,-0.02631,20.0,0.2618
7.9,26.1357,search_groove,150.0,25.0,46.493,0.1,2794.679,46,1.3226,118.65,0.51,0.046,0.967,0.01268,0.01411,0.00513,20.0,0.2618
7.9167,26.2391,search_groove,150.0,25.0,46.493,0.1,2794.679,55,1.3226,64.17,-0.125,-0.457,-0.451,0.01212,0.00571,-0.00742,20.0,0.2618
7.9333,26.3392,search_groove,150.0,25.0,46.493,0.1,2794.679,37,1.3226,61.4,-0.047,0.649,-0.29,-0.02387,-0.00618,0.00171,20.0,0.2618
7.95,26.4395,search_groove,150.0,25.0,46.493,0.1,2794.679,47,1.3226,61.88,-0.094,0.011,-0.137,-0.00446,-0.00756,0.00388,20.0,0.2618
7.9667,26.5322,search_groove,150.0,25.0,46.493,0.1,2794.679,40,1.3226,55.88,0.011,-0.468,-0.273,0.01035,-0.00155,-0.00642,20.0,0.2618
7.9833,26.6852,search_groove,150.0,25.0,44.835,0.23,2932.851,56,1.3101,115.53,-0.283,-0.117,0.948,0.00603,0.01455,0.00606,20.0,0.2618
8.0,26.7781,search_groove,150.0,25.0,44.835,0.23,2932.851,43,1.3101,55.49,0.141,0.388,-0.732,-0.00729,-0.00406,-0.00727,20.0,0.2618
8.0167,26.8797,search_groove,150.0,25.0,44.835,0.23,2932.851,43,1.3101,63.76,-0.205,-0.213,-0.167,-0.00177,-0.00508,0.0044,20.0,0.2618
8.0333,26.9744,search_groove,150.0,25.0,44.835,0.23,2932.851,41,1.3101,57.2,0.48,0.323,0.314,-0.00501,0.00333,-0.00077,20.0,0.2618
8.05,27.0744,search_groove,150.0,25.0,44.835,0.23,2932.851,45,1.3101,63.0,-0.323,0.161,-0.201,0.00386,-0.00057,0.00502,20.0,0.2618
8.0667,27.2375,search_groove,150.0,25.0,44.835,0.23,3060.521,46,1.3231,124.49,0.268,-0.087,0.22,0.00429,-0.01738,-0.00101,20.0,0.2618
8.0833,27.3402,search_groove,150.0,25.0,43.106,0.27,3060.521,58,1.3231,63.83,0.854,0.29,-0.442,0.01712,0.01629,0.01536,20.0,0.2618
8.1,27.4337,search_groove,150.0,25.0,43.106,0.27,3060.521,54,1.3231,56.35,-0.141,0.381,-0.471,0.00662,-0.00085,0.00625,20.0,0.2618
8.1167,27.5315,search_groove,150.0,25.0,43.106,0.27,3060.521,55,1.3231,60.64,-0.776,-0.568,0.872,-0.03602,0.00439,-0.029,20.0,0.2618
8.1333,27.628,search_groove,150.0,25.0,43.106,0.27,3060.521,55,1.3231,59.22,-0.085,-0.045,-0.168,0.00268,-0.00888,0.00694,20.0,0.2618
8.15,27.7862,search_groove,150.0,25.0,43.106,0.27,3203.022,51,1.3209,119.87,0.282,-0.449,-0.097,0.01597,-0.0028,-0.00022,20.0,0.2618
8.1667,27.8844,search_groove,150.0,25.0,43.106,0.27,3203.022,52,1.3209,60.23,-0.085,0.515,0.255,-0.01981,0.00538,-0.0006,20.0,0.2618
8.1833,27.9817,search_groove,150.0,25.0,41.315,0.21,3203.022,59,1.3209,59.7,-0.247,0.048,-0.161,0.00175,-0.00046,0.0016,20.0,0.2618
8.2,28.0802,search_groove,150.0,25.0,41.315,0.21,3203.022,63,1.3209,60.51,0.272,-0.092,0.13,-0.00314,-0.00121,-0.00184,20.0,0.2618
8.2167,28.174,search_groove,150.0,25.0,41.315,0.21,3203.022,58,1.3209,56.02,0.158,0.238,0.308,-0.00074,0.00435,0.00163,20.0,0.2618
8.2333,28.3375,search_groove,150.0,25.0,41.315,0.21,3352.658,58,1.3154,125.59,-0.4,-0.141,-0.461,0.00532,-0.00399,0.00024,20.0,0.2618
8.25,28.4372,search_groove,150.0,25.0,41.315,0.21,3352.658,64,1.3154,60.97,-0.011,-0.401,0.125,0.00937,0.00103,-0.0,20.0,0.2618
8.2667,28.5307,search_groove,150.0,25.0,41.315,0.21,3352.658,51,1.3154,56.16,-0.187,-0.273,-0.433,0.00114,-0.00749,-0.00593,20.0,0.2618
8.2833,28.6254,search_groove,150.0,25.0,39.534,0.24,3352.658,64,1.3154,57.54,0.018,-0.074,1.143,0.0046,0.02127,0.00526,20.0,0.2618
8.3,28.7212,search_groove,150.0,25.0,39.534,0.24,3352.658,51,1.3154,57.42,-0.018,0.494,-0.721,-0.00765,-0.00836,0.00271,20.0,0.2618
8.3167,28.8867,search_groove,150.0,25.0,39.534,0.24,3485.375,51,1.3213,128.44,0.576,-0.299,-0.212,0.00694,-0.01271,-0.00403,20.0,0.2618
8.3333,28.9918,search_groove,150.0,25.0,39.534,0.24,3485.375,50,1.3213,67.81,-0.006,0.331,0.482,-0.01373,0.02046,-0.00276,20.0,0.2618
8.35,29.0897,search_groove,150.0,25.0,39.534,0.24,3485.375,55,1.3213,60.52,-0.349,-0.135,-0.11,0.00849,-0.01386,0.00449,20.0,0.2618
8.3667,29.1818,search_groove,150.0,25.0,39.534,0.24,3485.375,46,1.3213,53.71,-0.04,-0.043,-0.171,-0.00212,-0.00361,-0.00099,20.0,0.2618
8.3833,29.2747,search_groove,150.0,25.0,37.813,0.28,3485.375,53,1.3213,54.88,0.329,-0.29,-0.279,0.00205,0.00837,-0.0069,20.0,0.2618
8.4,29.4454,search_groove,150.0,25.0,37.813,0.28,3634.01,57,1.3234,132.95,-0.483,-0.198,0.435,-0.01615,-0.00503,0.01454,20.0,0.2618
8.4167,29.5381,search_groove,150.0,25.0,37.813,0.28,3634.01,50,1.3234,54.44,-0.089,0.468,-0.485,0.01409,-0.00516,-0.01333,20.0,0.2618
8.4333,29.6302,search_groove,150.0,25.0,37.813,0.28,3634.01,65,1.3234,55.05,0.691,-0.06,0.138,0.00169,0.00528,0.00533,20.0,0.2618
8.45,29.733,search_groove,150.0,25.0,37.813,0.28,3634.01,65,1.3234,60.9,-0.314,0.072,0.311,0.00051,-0.00383,0.00172,20.0,0.2618
8.4667,29.8287,search_groove,150.0,25.0,37.813,0.28,3634.01,64,1.3234,58.92,0.463,-0.101,0.563,0.00882,0.01728,-0.00599,20.0,0.2618
8.4833,30.0104,search_groove,150.0,25.0,35.986,0.24,3896.131,74,1.3227,144.58,-0.695,0.329,-0.509,-0.00728,-0.02341,0.00412,20.0,0.2618
8.5,30.1122,search_groove,150.0,25.0,35.986,0.24,3896.131,53,1.3227,60.68,-0.042,-0.566,-0.325,0.00554,0.0107,0.00114,20.0,0.2618
8.5167,30.2101,search_groove,150.0,25.0,35.986,0.24,3896.131,48,1.3227,59.47,0.23,0.226,0.069,-0.01148,0.0032,-0.00351,20.0,0.2618
8.5333,30.3102,search_groove,150.0,25.0,35.986,0.24,3896.131,51,1.3227,60.44,-0.264,-0.235,0.244,-0.01166,-0.00728,0.00914,20.0,0.2618
8.55,30.4054,search_groove,150.0,25.0,35.986,0.24,3896.131,53,1.3227,57.05,0.26,0.093,-0.111,0.01906,0.01629,-0.01135,20.0,0.2618
8.5667,30.5793,search_groove,150.0,25.0,35.986,0.24,3916.892,57,1.3226,136.69,0.082,0.061,1.111,-0.00552,-0.00569,0.00306,20.0,0.2618
8.5833,30.6801,search_groove,150.0,25.0,34.297,0.21,3916.892,69,1.3226,63.34,-0.025,-0.352,-0.662,0.01846,0.00932,-0.00149,20.0,0.2618
8.6,30.7733,search_groove,150.0,25.0,34.297,0.21,3916.892,48,1.3226,55.36,-0.38,0.447,0.64,-0.01405,-0.01154,0.00078,20.0,0.2618
8.6167,30.8704,search_groove,150.0,25.0,34.297,0.21,3916.892,70,1.3226,59.98,0.33,-0.139,-1.138,0.00254,0.00227,-0.00163,20.0,0.2618
8.6333,30.966,search_groove,150.0,25.0,34.297,0.21,3916.892,47,1.3226,58.29,-0.426,0.082,0.092,-0.02466,-0.00787,0.01361,20.0,0.2618
8.65,31.1459,search_groove,150.0,25.0,34.297,0.21,4142.067,68,1.3227,141.94,0.67,0.178,-0.004,0.0163,0.00331,-0.01362,20.0,0.2618
8.6667,31.2422,search_groove,150.0,25.0,34.297,0.21,4142.067,50,1.3227,57.66,-0.253,-0.196,-0.164,0.00695,-0.00167,0.00548,20.0,0.2618
8.6833,31.3427,search_groove,150.0,25.0,32.488,0.34,4142.067,50,1.3227,59.13,0.39,0.381,0.298,-0.00102,0.01403,0.00068,20.0,0.2618
8.7,31.4402,search_groove,150.0,25.0,32.488,0.34,4142.067,69,1.3227,59.15,-0.79,-0.175,-0.273,-0.01342,-0.01614,-0.00582,20.0,0.2618
8.7167,31.5341,search_groove,150.0,25.0,32.488,0.34,4142.067,55,1.3227,56.96,0.071,-0.481,0.506,0.01545,0.0095,0.00461,20.0,0.2618
8.7333,31.7052,search_groove,150.0,25.0,32.488,0.34,4190.237,50,1.3107,134.33,-0.123,-0.138,0.435,0.00144,-0.00729,0.00212,20.0,0.2618
8.75,31.8016,search_groove,150.0,25.0,32.488,0.34,4190.237,64,1.3107,58.84,0.237,0.434,-0.721,-0.00452,0.00184,-0.00202,20.0,0.2618
8.7667,31.8988,search_groove,150.0,25.0,32.488,0.34,4190.237,52,1.3107,59.55,0.076,-0.183,-0.253,-0.01572,-0.00559,0.00378,20.0,0.2618
8.7833,31.9967,search_groove,150.0,25.0,30.728,0.23,4190.237,66,1.3107,60.7,0.033,-0.165,0.258,0.00635,0.00561,0.00222,20.0,0.2618
8.8,32.0879,search_groove,150.0,25.0,30.728,0.23,4190.237,48,1.3107,53.53,0.069,0.62,-0.412,0.00327,0.00861,-0.01453,20.0,0.2618
8.8167,32.2699,search_groove,150.0,25.0,30.728,0.23,4330.486,58,1.3227,144.47,0.119,-0.024,0.323,0.00683,-0.00821,0.00738,20.0,0.2618
8.8333,32.3701,search_groove,150.0,25.0,30.728,0.23,4330.486,57,1.3227,61.52,-0.009,0.106,0.269,-0.00537,-0.00275,0.00096,20.0,0.2618
8.85,32.4661,search_groove,150.0,25.0,30.728,0.23,4330.486,55,1.3227,59.13,-0.342,-0.472,0.48,0.01338,0.0029,0.00061,20.0,0.2618
8.8667,32.5619,search_groove,150.0,25.0,30.728,0.23,4330.486,55,1.3227,58.55,0.38,-0.067,-0.742,-0.02058,-0.00968,0.00751,20.0,0.2618
8.8833,32.6599,search_groove,150.0,25.0,29.015,0.26,4330.486,58,1.3227,60.88,-0.777,-0.381,0.317,0.00682,0.00238,-0.00163,20.0,0.2618
8.9,32.8409,search_groove,150.0,25.0,29.015,0.26,4468.897,58,1.3219,143.98,0.335,1.028,-0.861,-0.01773,0.03163,0.01234,20.0,0.2618
8.9167,32.9934,search_groove,150.0,25.0,29.015,0.26,4468.897,66,1.3219,63.84,0.05,-0.499,0.195,0.02558,-0.03545,-0.02202,20.0,0.2618
8.9333,33.13,search_groove,150.0,25.0,29.015,0.26,4468.897,67,1.3219,60.41,0.307,0.021,0.233,-0.00433,0.01765,-0.00131,20.0,0.2618
8.95,33.2609,search_groove,150.0,25.0,29.015,0.26,4468.897,50,1.3219,60.4,-0.134,-0.264,0.582,0.01027,0.00365,0.00532,20.0,0.2618
8.9667,33.396,search_groove,150.0,25.0,29.015,0.26,4468.897,77,1.3219,62.88,-0.206,0.155,-0.79,-0.0124,-0.02078,0.00356,20.0,0.2618
8.9833,33.6129,search_groove,150.0,25.0,27.211,0.22,4489.294,56,1.3125,146.18,0.459,0.214,0.439,0.00445,0.01141,-0.00347,20.0,0.2618
9.0,33.7476,search_groove,150.0,25.0,27.211,0.22,4489.294,53,1.3125,60.69,-0.323,-0.352,0.529,0.00223,0.00454,0.00046,20.0,0.2618
9.0167,33.8772,search_groove,150.0,25.0,27.211,0.22,4489.294,52,1.3125,58.23,-0.58,0.601,-0.928,-0.0057,-0.00619,0.00495,20.0,0.2618
9.0333,34.0037,search_groove,150.0,25.0,27.211,0.22,4489.294,61,1.3125,56.09,1.034,-0.127,0.234,-0.00293,0.00053,-0.00699,20.0,0.2618
9.05,34.1349,search_groove,150.0,25.0,27.211,0.22,4489.294,59,1.3125,60.34,-0.108,-0.333,0.49,0.00492,0.00893,1e-05,20.0,0.2618
9.0667,34.3565,search_groove,150.0,25.0,27.211,0.22,4494.038,56,1.3094,146.84,-0.172,0.294,-0.79,0.00256,-0.01737,-0.00762,20.0,0.2618
9.0833,34.4899,search_groove,150.0,25.0,25.494,0.19,4494.038,61,1.3094,62.84,0.328,0.036,0.342,-0.00053,0.00512,0.00852,20.0,0.2618
9.1,34.6224,search_groove,150.0,25.0,25.494,0.19,4494.038,61,1.3094,62.05,-0.091,0.198,0.042,-0.00512,-0.01392,-0.00019,20.0,0.2618
9.1167,34.75,search_groove,150.0,25.0,25.494,0.19,4494.038,63,1.3094,58.07,0.283,-0.248,-0.09,0.01323,-0.00144,0.00347,20.0,0.2618
9.1333,34.8813,search_groove,150.0,25.0,25.494,0.19,4494.038,59,1.3094,61.58,-0.001,0.118,0.041,-0.00741,0.00185,-0.00132,20.0,0.2618
9.15,35.1019,search_groove,150.0,25.0,25.494,0.19,4525.232,61,1.3102,150.35,-0.747,-0.047,-0.169,0.00157,-0.00232,0.001,20.0,0.2618
9.1667,35.2391,search_groove,150.0,25.0,25.494,0.19,4525.232,62,1.3102,64.54,0.412,0.046,0.366,-0.00546,0.00925,-0.00117,20.0,0.2618
9.1833,35.3668,search_groove,150.0,25.0,23.695,0.25,4525.232,53,1.3102,54.92,-0.13,-0.466,-0.313,0.00548,-0.01643,0.00957,20.0,0.2618
9.2,35.4993,search_groove,150.0,25.0,23.695,0.25,4525.232,62,1.3102,62.78,-0.314,-0.03,-0.035,-0.00839,0.00143,-0.00255,20.0,0.2618
9.2167,35.6307,search_groove,150.0,25.0,23.695,0.25,4525.232,60,1.3102,61.17,0.076,0.037,0.108,-0.00053,0.01312,-0.00286,20.0,0.2618
9.2333,35.8479,search_groove,150.0,25.0,23.695,0.25,4494.019,53,1.3046,146.18,0.133,0.426,-0.011,0.00945,0.00634,-0.00975,20.0,0.2618
9.25,35.9765,search_groove,150.0,25.0,23.695,0.25,4494.019,56,1.3046,58.59,-0.818,0.221,-0.195,-0.00076,-0.00215,0.01043,20.0,0.2618
9.2667,36.1041,search_groove,150.0,25.0,23.695,0.25,4494.019,58,1.3046,57.0,0.121,0.114,-0.172,-0.00672,-0.00161,-0.00018,20.0,0.2618
9.2833,36.244,search_groove,150.0,25.0,21.966,0.21,4494.019,57,1.3046,61.96,0.42,-0.64,1.207,0.01572,0.03126,-0.00375,20.0,0.2618
9.3,36.375,search_groove,150.0,25.0,21.966,0.21,4494.019,51,1.3046,59.02,0.351,0.365,-0.803,-0.01118,-0.02898,-0.0067,20.0,0.2618
9.3167,36.5876,search_groove,150.0,25.0,21.966,0.21,4499.446,56,1.3125,142.39,-0.885,0.108,-0.236,0.00241,-0.00313,0.01057,20.0,0.2618
9.3333,36.7186,search_groove,150.0,25.0,21.966,0.21,4499.446,57,1.3125,60.51,1.018,-0.105,0.46,-0.00183,0.00277,-0.00553,20.0,0.2618
9.35,36.8432,search_groove,150.0,25.0,21.966,0.21,4499.446,50,1.3125,54.04,-0.188,-0.086,0.057,0.00433,0.00328,-0.00199,20.0,0.2618
9.3667,36.9716,search_groove,150.0,25.0,21.966,0.21,4499.446,56,1.3125,55.98,0.141,0.121,-0.18,-0.0037,0.0029,-0.0002,20.0,0.2618
9.3833,37.1016,search_groove,150.0,25.0,20.25,0.21,4499.446,59,1.3125,58.91,0.329,-0.086,0.004,0.00222,-0.00686,0.00211,20.0,0.2618
9.4,37.3256,search_groove,150.0,25.0,20.25,0.21,4502.884,61,1.3044,148.84,-0.172,0.282,0.034,-0.00436,-0.01144,-0.00141,20.0,0.2618
9.4167,37.462,search_groove,150.0,25.0,20.25,0.21,4502.884,55,1.3044,65.23,-0.317,-0.546,-0.194,0.00147,0.02418,-0.00132,20.0,0.2618
9.4333,37.5868,search_groove,150.0,25.0,20.25,0.21,4502.884,51,1.3044,55.29,-0.338,-0.139,-0.127,0.00489,-0.00695,0.00501,20.0,0.2618
9.45,37.7228,search_groove,150.0,25.0,20.25,0.21,4502.884,53,1.3044,64.35,0.421,0.153,-0.201,-0.00351,-0.00142,-0.01275,20.0,0.2618
9.4667,37.8517,search_groove,150.0,25.0,20.25,0.21,4502.884,54,1.3044,58.7,-0.136,0.071,1.326,9e-05,0.00561,0.00535,20.0,0.2618
9.4833,38.0733,search_groove,150.0,25.0,18.52,0.16,4555.854,69,1.3088,150.98,0.335,0.511,-0.767,-0.00136,-0.02415,0.0037,20.0,0.2618
9.5,38.2057,search_groove,150.0,25.0,18.52,0.16,4555.854,57,1.3088,59.52,-0.125,-0.359,-0.022,0.00157,0.0154,0.00173,20.0,0.2618
9.5167,38.3464,search_groove,150.0,25.0,18.52,0.16,4555.854,51,1.3088,59.11,0.209,0.566,-0.63,-0.0114,0.03277,0.00403,20.0,0.2618
9.5333,38.4718,search_groove,150.0,25.0,18.52,0.16,4555.854,53,1.3088,55.13,-0.608,-0.474,-0.164,-0.01199,-0.00376,0.01285,20.0,0.2618
9.55,38.6049,search_groove,150.0,25.0,18.52,0.16,4555.854,59,1.3088,63.95,0.086,-0.742,0.996,0.01658,-0.02137,-0.01256,20.0,0.2618
9.5667,38.8175,search_groove,150.0,25.0,18.52,0.16,4494.173,55,1.3108,141.81,0.417,0.715,-0.371,0.00588,-0.01095,-0.00738,20.0,0.2618
9.5833,38.9485,search_groove,150.0,25.0,16.783,0.22,4494.173,52,1.3108,58.33,-0.277,-0.331,-0.062,-0.00162,-0.01947,0.01008,20.0,0.2618
9.6,39.0834,search_groove,150.0,25.0,16.783,0.22,4494.173,61,1.3108,64.56,-0.429,0.302,-0.69,-0.01298,0.05005,0.00907,20.0,0.2618
9.6167,39.2124,search_groove,150.0,25.0,16.783,0.22,4494.173,56,1.3108,57.84,-0.034,-0.799,0.251,0.01422,-0.02744,-0.01667,20.0,0.2618
9.6333,39.3396,search_groove,150.0,25.0,16.783,0.22,4494.173,54,1.3108,55.11,0.851,0.437,0.57,0.0055,-0.01982,0.01044,20.0,0.2618
9.65,39.568,search_groove,150.0,25.0,16.783,0.22,4528.625,68,1.3108,150.01,-0.381,0.118,-0.037,-0.00204,0.03468,-0.01473,20.0,0.2618
9.6667,39.6965,search_groove,150.0,25.0,16.783,0.22,4528.625,50,1.3108,58.33,0.048,0.201,0.048,-0.00343,-0.01305,0.00281,20.0,0.2618
9.6833,39.8251,search_groove,150.0,25.0,15.016,0.17,4528.625,56,1.3108,58.82,-0.157,0.426,-0.134,-6e-05,0.00284,-9e-05,20.0,0.2618
9.7,39.9511,search_groove,150.0,25.0,15.016,0.17,4528.625,54,1.3108,55.18,-0.429,-0.333,-0.705,-0.014,0.01902,0.01582,20.0,0.2618
9.7167,40.0831,search_groove,150.0,25.0,15.016,0.17,4528.625,55,1.3108,61.45,0.593,0.327,0.991,0.01909,-0.02603,-0.0135,20.0,0.2618
9.7333,40.2985,search_groove,150.0,25.0,15.016,0.17,4495.395,53,1.3107,145.28,0.079,0.13,-0.376,-0.01013,0.02539,0.00077,20.0,0.2618
9.75,40.4287,search_groove,150.0,25.0,15.016,0.17,4495.395,55,1.3107,57.31,0.081,-0.433,0.301,0.00718,-0.01754,-0.00325,20.0,0.2618
9.7667,40.5542,search_groove,150.0,25.0,15.016,0.17,4495.395,53,1.3107,56.09,0.815,0.947,-0.652,0.00888,0.01776,0.01829,20.0,0.2618
9.7833,40.6936,search_groove,150.0,25.0,13.271,0.22,4495.395,61,1.3107,68.09,-0.62,-1.381,0.379,0.00117,-0.04462,-0.00516,20.0,0.2618
9.8,40.8221,search_groove,150.0,25.0,13.271,0.22,4495.395,52,1.3107,57.63,-0.603,-0.205,-0.191,-0.00806,0.00869,-0.00517,20.0,0.2618
9.8167,41.0346,search_groove,150.0,25.0,13.271,0.22,4494.656,51,1.3101,140.22,-0.305,-0.262,-0.152,0.00032,0.00906,-0.00287,20.0,0.2618
9.8333,41.1644,search_groove,150.0,25.0,13.271,0.22,4494.656,56,1.3101,58.32,0.546,0.656,0.093,-0.0002,0.01111,-0.01381,20.0,0.2618
9.85,41.3007,search_groove,150.0,25.0,13.271,0.22,4494.656,58,1.3101,63.0,0.187,0.604,-0.081,-0.00142,0.01312,0.01304,20.0,0.2618
9.8667,41.4301,search_groove,150.0,25.0,13.271,0.22,4494.656,59,1.3101,58.61,-0.178,-0.076,0.574,0.0044,-0.02153,-0.00198,20.0,0.2618
9.8833,41.5598,search_groove,150.0,25.0,11.55,0.2,4494.656,60,1.3101,60.37,-0.158,-0.412,-0.306,0.00294,0.00505,-0.00531,20.0,0.2618
9.9,41.7731,search_groove,150.0,25.0,11.55,0.2,4500.293,56,1.3122,142.57,0.205,-0.118,-0.195,-0.00554,-0.00256,-0.005,20.0,0.2618
9.9167,41.9009,search_groove,150.0,25.0,11.55,0.2,4500.293,56,1.3122,55.26,0.486,0.326,0.626,0.00983,0.00181,0.01023,20.0,0.2618
9.9333,42.0349,search_groove,150.0,25.0,11.55,0.2,4500.293,58,1.3122,63.02,-0.541,-0.245,-0.231,-0.01334,0.00414,-0.00286,20.0,0.2618
9.95,42.1612,search_groove,150.0,25.0,11.55,0.2,4500.293,51,1.3122,56.27,-0.22,-0.607,0.36,-0.00178,-0.0058,0.00838,20.0,0.2618
9.9667,42.2911,search_groove,150.0,25.0,11.55,0.2,4500.293,51,1.3122,58.04,0.092,0.917,-0.229,0.00526,0.00694,-0.00651,20.0,0.2618
9.9833,42.5085,search_groove,150.0,25.0,9.804,0.23,4495.541,53,1.31,144.58,0.077,-0.488,-0.3,0.00401,-0.02928,0.00805,20.0,0.2618
10.0,42.6364,search_groove,150.0,25.0,9.804,0.23,4495.541,53,1.31,57.52,-0.549,0.242,-0.553,-0.02521,0.04747,0.00857,20.0,0.2618
10.0167,42.7604,search_groove,150.0,25.0,9.804,0.23,4495.541,52,1.31,54.68,0.563,0.023,0.618,0.02244,-0.02444,-0.02035,20.0,0.2618
10.0333,42.8874,search_groove,150.0,25.0,9.804,0.23,4495.541,55,1.31,56.29,0.0,0.415,-0.074,-0.00435,0.00166,0.0021,20.0,0.2618
10.05,43.0152,search_groove,150.0,25.0,9.804,0.23,4495.541,55,1.31,57.46,0.229,-0.878,0.052,0.02353,-0.00926,0.01446,20.0,0.2618
10.0667,43.2352,search_groove,150.0,25.0,9.804,0.23,4499.406,63,1.3101,146.76,-0.098,0.467,0.209,-0.01437,0.04341,-0.00107,20.0,0.2618
10.0833,43.3691,search_groove,150.0,25.0,8.1,0.21,4499.406,53,1.3101,60.28,0.254,-0.007,-0.287,-0.00662,-0.04378,-0.0148,20.0,0.2618
10.1,43.4971,search_groove,150.0,25.0,8.1,0.21,4499.406,51,1.3101,57.07,-0.965,-0.072,-0.566,-0.01788,0.03186,0.01906,20.0,0.2618
10.1167,43.6241,search_groove,150.0,25.0,8.1,0.21,4499.406,51,1.3101,56.39,0.609,0.105,0.677,0.01864,-0.02417,-0.01963,20.0,0.2618
10.1333,43.7535,search_groove,150.0,25.0,8.1,0.21,4499.406,57,1.3101,58.75,0.087,-0.092,-0.308,0.00066,-0.0005,-0.00556,20.0,0.2618
10.15,43.9685,search_groove,150.0,25.0,8.1,0.21,4500.03,56,1.3111,143.84,-0.074,0.105,0.327,-0.00061,0.00516,0.00381,20.0,0.2618
10.1667,44.0985,search_groove,150.0,25.0,8.1,0.21,4500.03,52,1.3111,58.1,0.656,0.038,0.33,0.01011,-0.00116,0.00807,20.0,0.2618
10.1833,44.2277,search_groove,150.0,25.0,6.392,0.21,4500.03,56,1.3111,57.41,0.148,0.297,-0.056,0.01049,-0.00961,0.00184,20.0,0.2618
10.2,44.3623,search_groove,150.0,25.0,6.392,0.21,4500.03,59,1.3111,62.42,-0.603,0.211,0.108,-0.00451,-0.00175,-0.00488,20.0,0.2618
10.2167,44.4961,search_groove,150.0,25.0,6.392,0.21,4500.03,58,1.3111,61.82,-0.376,-1.009,-0.627,-0.00278,-0.01622,0.00956,20.0,0.2618
10.2333,44.7053,search_groove,150.0,25.0,6.392,0.21,4494.457,54,1.3112,138.58,0.248,0.416,-0.029,-0.00954,0.02617,-0.01886,20.0,0.2618
10.25,44.8363,search_groove,150.0,25.0,6.392,0.21,4494.457,55,1.3112,58.97,0.495,0.21,0.581,0.00837,0.0045,0.01099,20.0,0.2618
10.2667,44.966,search_groove,150.0,25.0,6.392,0.21,4494.457,58,1.3112,58.13,-0.349,0.413,-0.011,0.0091,-0.01299,-0.00177,20.0,0.2618
10.2833,45.0987,search_groove,150.0,25.0,4.615,0.27,4494.457,54,1.3112,61.71,-0.982,-1.435,-0.032,-0.01306,0.00385,0.00695,20.0,0.2618
10.3,45.2288,search_groove,150.0,25.0,4.615,0.27,4494.457,56,1.3112,59.53,0.512,0.302,-0.269,-0.00469,-0.01009,0.00293,20.0,0.2618
10.3167,45.4449,search_groove,150.0,25.0,4.615,0.27,4494.007,52,1.3109,143.87,1.058,1.269,-0.242,-0.00422,0.03935,0.00772,20.0,0.2618
10.3333,45.5785,search_groove,150.0,25.0,4.615,0.27,4494.007,64,1.3109,62.65,-0.803,-0.999,0.143,-0.00451,-0.02109,-0.02245,20.0,0.2618
10.35,45.706,search_groove,150.0,25.0,4.615,0.27,4494.007,52,1.3109,56.18,0.352,0.796,0.575,0.01179,-0.01008,0.00517,20.0,0.2618
10.3667,45.8372,search_groove,150.0,25.0,4.615,0.27,4494.007,56,1.3109,61.5,-0.113,-0.607,0.256,-0.01317,0.01069,0.00176,20.0,0.2618
10.3833,45.9657,search_groove,150.0,25.0,2.864,0.35,4494.007,52,1.3109,57.6,-0.195,-0.057,0.251,0.00745,0.00107,-0.00553,20.0,0.2618
10.4,46.1842,search_groove,150.0,25.0,2.864,0.35,4546.284,66,1.3134,147.03,0.414,0.309,-0.562,-0.00631,-0.00924,0.0027,20.0,0.2618
10.4167,46.3196,search_groove,150.0,25.0,2.864,0.35,4546.284,50,1.3134,56.71,-0.54,-0.219,-0.548,0.00751,0.00355,-0.00365,20.0,0.2618
10.4333,46.4514,search_groove,150.0,25.0,2.864,0.35,4546.284,53,1.3134,60.35,0.441,0.239,0.286,-0.00111,-0.00575,0.00352,20.0,0.2618
10.45,46.5778,search_groove,150.0,25.0,2.864,0.35,4546.284,52,1.3134,56.72,0.178,0.308,0.346,0.00409,-0.00378,0.00194,20.0,0.2618
10.4667,46.7043,search_groove,150.0,25.0,2.864,0.35,4546.284,55,1.3134,55.64,0.034,0.053,-0.498,0.00322,0.02771,0.00561,20.0,0.2618
10.4833,46.9218,search_groove,150.0,25.0,1.083,0.24,4507.272,59,1.3087,147.66,-0.248,-0.394,-0.154,0.00519,-0.02535,-0.00384,20.0,0.2618
