t,wall_t,phase,cmd_rot_dps,cmd_des_mmps,shaft_z_mm,shaft_angle_mod60,contact_area_mm2,n_contacts,max_depth_mm,frame_ms,net_fx_N,net_fy_N,net_fz_N,net_tx_Nm,net_ty_Nm,net_tz_Nm,applied_fz_N,applied_tz_Nm
5.1,13.679,sit_on_hub,0.0,25.0,72.427,30.0,492.157,40,1.3327,39.27,-0.0,-0.009,0.0,0.00017,0.0,-0.0,20.0,0.0
5.1167,13.7277,sit_on_hub,0.0,25.0,72.427,30.0,492.157,41,1.3327,40.32,-0.028,0.025,-0.0,-0.00049,-0.00054,0.0,20.0,0.0
5.1333,13.7737,sit_on_hub,0.0,25.0,72.427,30.0,492.157,41,1.3327,38.8,0.005,0.012,0.0,-0.00023,0.0001,-0.0,20.0,0.0
5.15,13.8475,sit_on_hub,0.0,25.0,72.427,30.0,492.213,40,1.3321,66.54,0.025,-0.021,0.0,0.00041,0.00049,-0.0,20.0,0.0
5.1667,13.8978,sit_on_hub,0.0,25.0,72.427,30.0,492.213,40,1.3321,41.51,0.0,-0.014,0.0,0.00027,1e-05,0.0,20.0,0.0
5.1833,13.9495,sit_on_hub,0.0,25.0,72.427,30.0,492.213,39,1.3321,44.4,-0.03,0.016,-0.0,-0.00031,-0.0006,-0.0,20.0,0.0
5.2,13.9978,sit_on_hub,0.0,25.0,72.427,30.0,492.213,41,1.3321,41.17,0.005,0.016,0.0,-0.00032,0.0001,-0.0,20.0,0.0
5.2167,14.0475,sit_on_hub,0.0,25.0,72.427,30.0,492.213,40,1.3321,40.55,0.026,-0.018,-0.0,0.00036,0.00051,0.0,20.0,0.0
5.2333,14.1268,sit_on_hub,0.0,25.0,72.427,30.0,492.22,40,1.3322,61.72,-0.002,-0.009,0.0,0.00018,-4e-05,0.0,20.0,0.0
5.25,14.1758,sit_on_hub,0.0,25.0,72.427,30.0,492.22,39,1.3322,40.33,-0.03,0.013,-0.0,-0.00026,-0.00059,-0.0,20.0,0.0
5.2667,14.2242,sit_on_hub,0.0,25.0,72.427,30.0,492.22,40,1.3322,39.76,0.006,0.014,0.0,-0.00028,0.00011,-0.0,20.0,0.0
5.2833,14.2728,sit_on_hub,0.0,25.0,72.427,30.0,492.22,40,1.3322,40.47,0.028,-0.02,-0.0,0.0004,0.00055,0.0,20.0,0.0
5.3,14.3185,sit_on_hub,0.0,25.0,72.427,30.0,492.22,40,1.3322,38.43,-0.001,-0.01,0.0,0.00019,-2e-05,0.0,20.0,0.0
5.3167,14.3824,sit_on_hub,0.0,25.0,72.427,30.0,492.099,41,1.3328,55.09,-0.034,0.017,-0.0,-0.00034,-0.00067,-0.0,20.0,0.0
5.3333,14.4306,sit_on_hub,0.0,25.0,72.427,30.0,492.099,41,1.3328,41.01,0.001,0.013,-0.0,-0.00026,2e-05,-0.0,20.0,0.0
5.35,14.4767,sit_on_hub,0.0,25.0,72.427,30.0,492.099,41,1.3328,38.76,0.032,-0.018,0.0,0.00035,0.00063,0.0,20.0,0.0
5.3667,14.5243,sit_on_hub,0.0,25.0,72.427,30.0,492.099,39,1.3328,40.6,0.0,-0.011,0.0,0.00023,1e-05,0.0,20.0,0.0
5.3833,14.5722,sit_on_hub,0.0,25.0,72.427,30.0,492.099,40,1.3328,39.33,-0.023,0.021,0.0,-0.00042,-0.00046,0.0,20.0,0.0
5.4,14.6429,sit_on_hub,0.0,25.0,72.427,30.0,492.243,39,1.3326,63.42,-0.006,0.006,-0.0,-0.00012,-0.00012,-0.0,20.0,0.0
5.4167,14.6889,sit_on_hub,0.0,25.0,72.427,30.0,492.243,40,1.3326,38.64,0.026,-0.023,-0.0,0.00046,0.00051,-0.0,20.0,0.0
5.4333,14.7309,sit_on_hub,0.0,25.0,72.427,30.0,492.243,41,1.3326,33.41,0.001,-0.004,0.0,8e-05,3e-05,-0.0,20.0,0.0
5.45,14.7767,sit_on_hub,0.0,25.0,72.427,30.0,492.243,41,1.3326,39.5,-0.025,0.024,-0.0,-0.00048,-0.00048,0.0,20.0,0.0
5.4667,14.8236,sit_on_hub,0.0,25.0,72.427,30.0,492.243,43,1.3326,39.75,-0.004,0.005,-0.0,-0.00011,-8e-05,-0.0,20.0,0.0
5.4833,14.8919,sit_on_hub,0.0,25.0,72.427,30.0,492.183,40,1.3321,60.67,0.019,-0.03,0.0,0.0006,0.00036,0.0,20.0,0.0
5.5,14.9387,sit_on_hub,0.0,25.0,72.427,30.0,492.183,40,1.3321,39.33,0.015,0.003,-0.0,-6e-05,0.0003,-0.0,20.0,0.0
5.5167,14.9874,search_groove,0.19,25.0,72.427,30.0,492.183,41,1.3321,41.27,-0.02,0.025,0.0,-0.00049,-0.0004,0.0,20.0,0.00034
5.5333,15.0354,search_groove,0.76,25.0,72.427,30.0,492.183,41,1.3321,40.12,-0.013,-0.0,0.0,0.0,-0.00027,0.0,20.0,0.00133
5.55,15.0839,search_groove,1.68,25.0,72.427,30.0,492.183,40,1.3321,41.35,0.019,-0.024,0.0,0.00047,0.00038,0.0,20.0,0.00294
5.5667,15.1549,search_groove,2.95,25.0,72.427,30.0,492.182,40,1.3321,63.29,0.013,-0.004,-0.001,8e-05,0.00027,0.0,20.0,0.00515
5.5833,15.2042,search_groove,4.54,25.0,72.427,30.0,492.182,41,1.3321,40.22,-0.026,0.025,0.0,-0.0005,-0.00051,0.0,20.0,0.00793
5.6,15.2456,search_groove,6.45,25.0,72.427,30.0,492.182,41,1.3321,33.21,-0.007,0.006,-0.0,-0.00012,-0.00014,0.0,20.0,0.01125
5.6167,15.2935,search_groove,8.64,25.0,72.427,30.0,492.182,40,1.3321,40.04,0.025,-0.026,0.0,0.00052,0.00049,0.0,20.0,0.01508
5.6333,15.3402,search_groove,11.11,25.0,72.427,30.0,492.182,40,1.3321,39.89,0.005,-0.006,-0.0,0.00012,0.00011,0.0,20.0,0.01939
5.65,15.4081,search_groove,13.84,25.0,72.427,30.0,492.115,41,1.3327,60.87,-0.025,0.026,0.0,-0.00051,-0.0005,0.0,20.0,0.02416
5.6667,15.4542,search_groove,16.82,25.0,72.427,30.0,492.115,41,1.3327,38.82,-0.005,0.006,-0.0,-0.00013,-0.00011,0.0,20.0,0.02935
5.6833,15.502,search_groove,20.02,25.0,72.427,30.0,492.115,40,1.3327,39.38,0.027,-0.027,0.0,0.00054,0.00052,0.0,20.0,0.03495
5.7,15.549,search_groove,23.44,25.0,72.427,30.0,492.115,40,1.3327,39.93,0.005,-0.004,-0.0,8e-05,0.00011,0.0,20.0,0.04091
5.7167,15.598,search_groove,27.05,25.0,72.427,30.0,492.115,41,1.3327,40.97,-0.027,0.025,0.0,-0.0005,-0.00053,1e-05,20.0,0.04721
5.7333,15.6687,search_groove,30.84,25.0,72.427,30.0,492.154,42,1.3326,63.66,-0.006,0.006,-0.0,-0.00012,-0.00013,0.0,20.0,0.05382
5.75,15.7164,search_groove,34.79,25.0,72.427,30.0,492.154,41,1.3326,40.06,0.03,-0.028,0.0,0.00056,0.00058,0.0,20.0,0.06072
5.7667,15.7637,search_groove,38.89,25.0,72.427,30.0,492.154,41,1.3326,40.14,0.007,-0.006,-0.0,0.00013,0.00015,0.0,20.0,0.06787
5.7833,15.8117,search_groove,43.12,25.0,72.426,30.01,492.154,42,1.3326,40.83,-0.035,0.026,0.0,-0.00053,-0.00069,1e-05,20.0,0.07526
5.8,15.8618,search_groove,47.46,25.0,72.426,30.01,492.154,42,1.3326,43.09,-0.003,0.009,-0.0,-0.00019,-6e-05,1e-05,20.0,0.08283
5.8167,15.9277,search_groove,51.9,25.0,72.426,30.01,492.233,41,1.332,58.6,0.031,-0.021,0.001,0.00043,0.0006,0.0,20.0,0.09059
5.8333,15.9963,search_groove,56.42,25.0,72.426,30.01,492.233,41,1.332,61.41,0.005,-0.012,-0.0,0.00024,0.0001,1e-05,20.0,0.09848
5.85,16.0442,search_groove,61.01,25.0,72.426,30.01,492.233,42,1.332,39.19,-0.032,0.016,0.0,-0.00032,-0.00063,1e-05,20.0,0.10648
5.8667,16.087,search_groove,65.65,25.0,72.426,30.01,492.233,42,1.332,33.43,0.003,0.016,-0.0,-0.00032,6e-05,1e-05,20.0,0.11458
5.8833,16.1367,search_groove,70.32,25.0,72.427,30.03,492.233,40,1.332,42.47,0.029,-0.021,-0.0,0.00043,0.00056,0.0,20.0,0.12272
5.9,16.2069,search_groove,75.0,25.0,72.427,30.03,492.125,40,1.3321,61.44,-0.006,-0.011,-0.0,0.00023,-0.00012,1e-05,20.0,0.1309
5.9167,16.2563,search_groove,79.68,25.0,72.427,30.03,492.125,42,1.3321,41.49,-0.027,0.024,0.0,-0.00048,-0.00054,4e-05,20.0,0.13908
5.9333,16.3046,search_groove,84.35,25.0,72.427,30.03,492.125,40,1.3321,40.53,0.008,0.01,0.007,-0.00025,0.00014,0.00032,20.0,0.14722
5.95,16.3478,search_groove,88.99,25.0,72.427,30.03,492.125,42,1.3321,35.59,0.022,-0.033,0.015,0.00059,0.00052,0.00073,20.0,0.15532
5.9667,16.3943,search_groove,93.58,25.0,72.427,30.03,492.125,41,1.3321,40.54,-0.009,-0.003,0.02,0.00027,-0.00014,0.00103,20.0,0.16332
5.9833,16.4648,search_groove,98.1,25.0,72.46,30.36,487.351,39,1.3216,63.51,-0.02,0.041,0.021,-0.00074,-0.00059,0.00126,20.0,0.17121
6.0,16.5134,search_groove,102.54,25.0,72.46,30.36,487.351,36,1.3216,41.17,0.018,-0.016,0.023,-0.00026,0.00043,0.00167,20.0,0.17896
6.0167,16.5657,search_groove,106.88,25.0,72.46,30.36,487.351,35,1.3216,45.15,-0.0,-0.008,0.605,0.00085,-0.00019,0.00669,20.0,0.18654
6.0333,16.6205,search_groove,111.11,25.0,72.46,30.36,487.351,38,1.3216,46.87,-0.002,0.004,0.513,-0.00055,0.00017,0.00923,20.0,0.19393
6.05,16.6785,search_groove,115.21,25.0,72.46,30.36,487.351,37,1.3216,50.7,0.007,-0.005,-1.345,0.00024,0.00026,0.00418,20.0,0.20108
6.0667,16.7557,search_groove,119.16,25.0,72.46,30.36,490.39,47,1.3323,70.02,-0.005,0.004,0.311,-0.00046,-0.00015,-0.00736,20.0,0.20798
6.0833,16.8233,search_groove,122.95,25.0,72.512,35.22,490.39,49,1.3323,59.06,-0.543,-0.725,-0.055,-0.01085,-0.0032,-0.001,20.0,0.21459
6.1,16.8929,search_groove,126.56,25.0,72.512,35.22,490.39,28,1.3323,62.12,1.134,0.52,-0.418,0.04743,-0.00877,0.01395,20.0,0.22089
6.1167,16.9549,search_groove,129.98,25.0,72.512,35.22,490.39,33,1.3323,54.12,-0.737,0.277,0.32,-0.0226,0.01826,-0.00086,20.0,0.22685
6.1333,17.0117,search_groove,133.18,25.0,72.512,35.22,490.39,40,1.3323,49.75,-0.013,-0.256,0.649,-0.02092,-0.00033,-0.00945,20.0,0.23245
6.15,17.0898,search_groove,136.16,25.0,72.512,35.22,380.44,39,1.3426,69.83,0.329,0.372,-0.458,-0.01015,0.01758,0.00668,20.0,0.23764
6.1667,17.15,search_groove,138.89,25.0,72.512,35.22,380.44,24,1.3426,51.72,-0.3,-0.023,0.152,0.02419,-0.03097,-0.01481,20.0,0.24241
6.1833,17.2194,search_groove,141.36,25.0,72.501,43.76,380.44,32,1.3426,60.32,0.622,0.434,-0.51,0.00657,0.03683,0.01374,20.0,0.24672
6.2,17.2901,search_groove,143.55,25.0,72.501,43.76,380.44,34,1.3426,63.16,-0.496,-0.011,1.303,-0.00703,-0.01794,-0.00292,20.0,0.25055
6.2167,17.3534,search_groove,145.46,25.0,72.501,43.76,380.44,33,1.3426,56.29,-0.003,-0.728,-0.915,-0.00412,-0.00848,-0.01855,20.0,0.25387
6.2333,17.4354,search_groove,147.05,25.0,72.501,43.76,333.433,30,1.3212,74.86,0.337,0.883,-0.68,-0.00474,0.03765,0.02745,20.0,0.25665
6.25,17.4989,search_groove,148.32,25.0,72.501,43.76,333.433,34,1.3212,55.95,0.018,-0.911,-2.161,0.00281,-0.07092,0.01089,20.0,0.25886
6.2667,17.5604,search_groove,149.24,25.0,72.501,43.76,333.433,45,1.3212,54.43,-0.412,-2.491,1.25,-0.01066,0.04002,-0.00471,20.0,0.26047
6.2833,17.6287,search_groove,149.81,25.0,72.523,52.91,333.433,32,1.3212,60.25,-0.246,2.55,1.708,-0.01002,-0.02977,-0.00615,20.0,0.26146
6.3,17.6884,search_groove,150.0,25.0,72.523,52.91,333.433,24,1.3212,52.8,0.265,0.146,0.151,0.0202,0.01801,-0.01667,20.0,0.2618
6.3167,17.7734,search_groove,150.0,25.0,72.523,52.91,328.092,34,1.3381,77.82,0.291,-0.283,-0.547,0.00631,-0.01316,0.02717,20.0,0.2618
6.3333,17.8424,search_groove,150.0,25.0,72.523,52.91,328.092,33,1.3381,61.64,-0.03,-0.15,0.386,-0.0118,0.00012,-0.0016,20.0,0.2618
6.35,17.9065,search_groove,150.0,25.0,72.523,52.91,328.092,29,1.3381,57.1,-1.022,0.14,-0.754,-0.03477,0.01003,-0.00477,20.0,0.2618
6.3667,17.9629,search_groove,150.0,25.0,72.523,52.91,328.092,22,1.3381,48.94,0.667,0.305,0.269,0.04114,0.00068,-0.03906,20.0,0.2618
6.3833,18.0206,search_groove,150.0,25.0,72.271,0.37,328.092,33,1.3381,50.61,0.48,0.062,-0.173,-0.00747,0.01888,-0.00633,20.0,0.2618
6.4,18.1107,search_groove,150.0,25.0,72.271,0.37,326.003,28,1.3178,82.92,-0.362,-0.23,-0.516,0.0022,-0.00527,-0.00646,20.0,0.2618
6.4167,18.1771,search_groove,150.0,25.0,72.271,0.37,326.003,24,1.3178,58.09,-0.051,0.028,0.357,0.00772,-0.00802,0.00788,20.0,0.2618
6.4333,18.247,search_groove,150.0,25.0,72.271,0.37,326.003,38,1.3178,61.48,0.287,-0.089,-0.438,-0.01291,-0.01884,-0.00155,20.0,0.2618
6.45,18.3134,search_groove,150.0,25.0,72.271,0.37,326.003,28,1.3178,57.55,-0.193,0.46,-0.083,0.00567,0.02027,-0.00425,20.0,0.2618
6.4667,18.3858,search_groove,150.0,25.0,72.271,0.37,326.003,37,1.3178,59.32,0.763,0.691,-0.041,0.02031,-0.01527,0.0205,20.0,0.2618
6.4833,18.4805,search_groove,150.0,25.0,70.559,0.3,462.247,43,1.3229,87.77,0.013,-0.611,-0.528,0.01106,-0.00069,0.00156,20.0,0.2618
6.5,18.5557,search_groove,150.0,25.0,70.559,0.3,462.247,30,1.3229,59.45,-0.991,-0.176,0.886,-0.02788,0.00829,-0.0156,20.0,0.2618
6.5167,18.6233,search_groove,150.0,25.0,70.559,0.3,462.247,24,1.3229,53.5,0.196,-0.184,-0.486,0.00654,0.0037,-0.00023,20.0,0.2618
6.5333,18.6932,search_groove,150.0,25.0,70.559,0.3,462.247,27,1.3229,56.17,-0.191,-0.132,0.044,-0.00691,0.00067,-0.0056,20.0,0.2618
6.55,18.7613,search_groove,150.0,25.0,70.559,0.3,462.247,24,1.3229,54.69,0.129,0.101,0.289,0.00276,0.00087,0.00542,20.0,0.2618
6.5667,18.859,search_groove,150.0,25.0,70.559,0.3,600.237,24,1.3181,83.91,-0.579,-0.241,0.555,0.00084,-0.0027,-0.00254,20.0,0.2618
6.5833,18.9377,search_groove,150.0,25.0,68.864,0.25,600.237,38,1.3181,58.9,0.633,0.291,-0.347,-0.00436,0.00285,0.00125,20.0,0.2618
6.6,19.008,search_groove,150.0,25.0,68.864,0.25,600.237,25,1.3181,56.73,0.591,0.106,0.206,-0.00093,0.00268,-0.00132,20.0,0.2618
6.6167,19.0847,search_groove,150.0,25.0,68.864,0.25,600.237,47,1.3181,62.02,-0.182,-0.433,0.095,0.00937,-0.00441,-0.00016,20.0,0.2618
6.6333,19.1616,search_groove,150.0,25.0,68.864,0.25,600.237,45,1.3181,62.29,-0.008,0.974,-0.02,-0.01956,0.00796,0.00694,20.0,0.2618
6.65,19.2634,search_groove,150.0,25.0,68.864,0.25,734.161,37,1.3219,86.69,0.257,-0.403,0.048,0.01412,0.00056,-0.00694,20.0,0.2618
6.6667,19.3309,search_groove,150.0,25.0,68.864,0.25,734.161,27,1.3219,53.02,-0.132,0.097,-0.118,-0.00342,-0.00302,0.00035,20.0,0.2618
6.6833,19.4009,search_groove,150.0,25.0,67.196,0.3,734.161,29,1.3219,56.58,-0.925,-0.489,-0.156,0.00842,-0.00487,-0.00509,20.0,0.2618
6.7,19.4712,search_groove,150.0,25.0,67.196,0.3,734.161,37,1.3219,57.21,0.273,-0.12,-0.616,-0.01134,-0.00536,0.00272,20.0,0.2618
6.7167,19.5405,search_groove,150.0,25.0,67.196,0.3,734.161,28,1.3219,55.94,0.254,0.377,-0.033,0.00458,0.00485,-0.00133,20.0,0.2618
6.7333,19.6466,search_groove,150.0,25.0,67.196,0.3,869.556,35,1.324,92.45,0.068,0.021,0.065,0.00381,0.00182,0.00107,20.0,0.2618
6.75,19.7152,search_groove,150.0,25.0,67.196,0.3,869.556,26,1.324,54.37,-0.258,-0.183,0.324,-0.00234,-0.00093,0.00528,20.0,0.2618
6.7667,19.7836,search_groove,150.0,25.0,67.196,0.3,869.556,25,1.324,55.23,-0.189,-0.045,-0.325,0.00084,0.00115,-0.00675,20.0,0.2618
6.7833,19.8532,search_groove,150.0,25.0,65.444,0.38,869.556,25,1.324,56.11,-0.382,-0.239,-0.258,-0.01888,0.02077,0.02839,20.0,0.2618
6.8,19.9292,search_groove,150.0,25.0,65.444,0.38,869.556,49,1.324,62.53,-0.006,-0.061,0.077,-0.00557,-0.01178,-0.00494,20.0,0.2618
6.8167,20.0332,search_groove,150.0,25.0,65.444,0.38,1025.847,34,1.3176,90.61,0.551,0.356,0.356,0.02296,-0.01122,-0.02136,20.0,0.2618
6.8333,20.1109,search_groove,150.0,25.0,65.444,0.38,1025.847,25,1.3176,50.37,0.088,0.051,0.043,-0.00342,-0.00013,0.0027,20.0,0.2618
6.85,20.1834,search_groove,150.0,25.0,65.444,0.38,1025.847,25,1.3176,50.09,0.008,-0.035,-0.043,0.00454,0.0041,0.00026,20.0,0.2618
6.8667,20.2565,search_groove,150.0,25.0,65.444,0.38,1025.847,25,1.3176,51.11,-0.636,-0.274,0.664,0.00245,-0.00612,-0.00019,20.0,0.2618
6.8833,20.3339,search_groove,150.0,25.0,63.786,0.32,1025.847,28,1.3176,56.18,-0.215,-0.607,-0.331,-0.02358,0.0042,0.01229,20.0,0.2618
6.9,20.4491,search_groove,150.0,25.0,63.786,0.32,1162.175,47,1.3234,94.27,0.757,1.121,0.072,0.02013,-0.0024,-0.01452,20.0,0.2618
6.9167,20.5198,search_groove,150.0,25.0,63.786,0.32,1162.175,28,1.3234,49.56,-0.041,-0.212,-0.716,0.00114,0.00206,-0.00517,20.0,0.2618
6.9333,20.5963,search_groove,150.0,25.0,63.786,0.32,1162.175,27,1.3234,55.85,0.098,-0.03,0.492,-0.00524,-0.00186,0.00883,20.0,0.2618
6.95,20.6725,search_groove,150.0,25.0,63.786,0.32,1162.175,25,1.3234,54.67,0.64,0.161,0.565,0.0031,0.00661,-0.00086,20.0,0.2618
6.9667,20.7554,search_groove,150.0,25.0,63.786,0.32,1162.175,41,1.3234,61.77,-0.715,-0.317,-0.672,0.00685,-0.00429,-0.00259,20.0,0.2618
6.9833,20.8679,search_groove,150.0,25.0,62.073,0.32,1276.178,28,1.3181,90.89,-0.455,-0.616,-0.638,-0.03764,0.00249,0.01451,20.0,0.2618
7.0,20.9619,search_groove,150.0,25.0,62.073,0.32,1276.178,44,1.3181,72.26,0.837,0.842,0.629,0.03839,0.00227,-0.01672,20.0,0.2618
7.0167,21.0354,search_groove,150.0,25.0,62.073,0.32,1276.178,26,1.3181,51.85,-0.28,-0.058,-0.238,-0.01164,-0.0066,0.00531,20.0,0.2618
7.0333,21.1061,search_groove,150.0,25.0,62.073,0.32,1276.178,29,1.3181,49.05,-0.005,0.012,-0.122,0.00576,0.00231,-0.00853,20.0,0.2618
7.05,21.1822,search_groove,150.0,25.0,62.073,0.32,1276.178,28,1.3181,54.3,0.594,0.305,0.827,-0.00363,0.00342,0.0056,20.0,0.2618
7.0667,21.3008,search_groove,150.0,25.0,62.073,0.32,1412.991,39,1.3237,94.94,-0.486,-0.195,-0.49,0.00441,0.00074,-0.00112,20.0,0.2618
7.0833,21.373,search_groove,150.0,25.0,60.412,0.21,1412.991,24,1.3237,50.43,-0.107,-0.126,-0.016,-0.0032,-0.00483,0.00279,20.0,0.2618
7.1,21.4481,search_groove,150.0,25.0,60.412,0.21,1412.991,24,1.3237,50.49,0.025,-0.007,0.001,0.00333,0.00259,0.00012,20.0,0.2618
7.1167,21.5259,search_groove,150.0,25.0,60.412,0.21,1412.991,24,1.3237,57.21,-0.406,-0.214,0.558,0.00185,-0.00485,-0.00264,20.0,0.2618
7.1333,21.6047,search_groove,150.0,25.0,60.412,0.21,1412.991,30,1.3237,57.98,0.203,-0.001,-0.965,-0.00847,-0.00572,-0.00419,20.0,0.2618
7.15,21.7255,search_groove,150.0,25.0,60.412,0.21,1560.76,34,1.3203,99.72,0.524,0.35,0.274,0.00581,0.01392,0.00374,20.0,0.2618
7.1667,21.8049,search_groove,150.0,25.0,60.412,0.21,1560.76,28,1.3203,58.04,-0.233,0.027,-0.036,-0.00233,-0.00949,0.00138,20.0,0.2618
7.1833,21.884,search_groove,150.0,25.0,58.685,0.25,1560.76,26,1.3203,58.08,-0.354,-0.336,-0.106,-0.00028,0.00316,0.00018,20.0,0.2618
7.2,21.9609,search_groove,150.0,25.0,58.685,0.25,1560.76,34,1.3203,56.47,0.784,0.495,0.683,-0.003,0.00462,-0.00041,20.0,0.2618
7.2167,22.0448,search_groove,150.0,25.0,58.685,0.25,1560.76,57,1.3203,62.36,0.519,-0.152,0.193,0.02812,-0.00664,0.02049,20.0,0.2618
7.2333,22.1693,search_groove,150.0,25.0,58.685,0.25,1723.531,58,1.3234,102.02,-0.343,0.301,-0.949,-0.00096,-0.01492,0.00019,20.0,0.2618
7.25,22.2513,search_groove,150.0,25.0,58.685,0.25,1723.531,38,1.3234,59.68,-0.888,-0.634,0.235,-0.02622,0.01085,-0.02171,20.0,0.2618
7.2667,22.3323,search_groove,150.0,25.0,58.685,0.25,1723.531,42,1.3234,50.3,0.132,0.158,0.439,0.00304,0.00584,0.00342,20.0,0.2618
7.2833,22.41,search_groove,150.0,25.0,57.002,0.28,1723.531,37,1.3234,56.93,-0.646,-0.301,-0.6,-0.01892,0.02193,0.01801,20.0,0.2618
7.3,22.4915,search_groove,150.0,25.0,57.002,0.28,1723.531,51,1.3234,60.77,0.598,0.913,0.054,0.01666,-0.00389,-0.01611,20.0,0.2618
7.3167,22.6145,search_groove,150.0,25.0,57.002,0.28,1880.348,55,1.3149,102.14,0.124,-0.403,0.144,-0.00674,-0.02053,-0.00432,20.0,0.2618
7.3333,22.6971,search_groove,150.0,25.0,57.002,0.28,1880.348,44,1.3149,60.51,0.279,0.219,0.416,0.00109,0.00155,0.00241,20.0,0.2618
7.35,22.7755,search_groove,150.0,25.0,57.002,0.28,1880.348,39,1.3149,57.29,-0.155,-0.324,-0.417,0.00625,0.00067,-0.00206,20.0,0.2618
7.3667,22.8507,search_groove,150.0,25.0,57.002,0.28,1880.348,35,1.3149,54.72,0.295,0.194,0.315,-0.00438,0.00191,0.0003,20.0,0.2618
7.3833,22.9261,search_groove,150.0,25.0,55.22,0.37,1880.348,50,1.3149,54.23,0.018,-0.308,-1.131,0.00536,-0.00774,0.03997,20.0,0.2618
7.4,23.0532,search_groove,150.0,25.0,55.22,0.37,1979.666,50,1.3084,106.32,-0.438,0.039,0.754,-0.00812,0.00113,-0.04137,20.0,0.2618
7.4167,23.128,search_groove,150.0,25.0,55.22,0.37,1979.666,36,1.3084,54.19,0.076,0.046,-0.559,0.01058,0.0055,0.04286,20.0,0.2618
7.4333,23.2118,search_groove,150.0,25.0,55.22,0.37,1979.666,67,1.3084,55.69,0.731,-0.288,1.156,-0.00541,-0.01871,-0.02468,20.0,0.2618
7.45,23.2906,search_groove,150.0,25.0,55.22,0.37,1979.666,49,1.3084,56.71,-1.392,-0.175,0.063,0.00069,0.01878,-0.01235,20.0,0.2618
7.4667,23.3674,search_groove,150.0,25.0,55.22,0.37,1979.666,36,1.3084,55.58,0.736,0.512,-0.51,-0.00282,0.00347,-0.0053,20.0,0.2618
7.4833,23.4901,search_groove,150.0,25.0,53.511,0.21,2092.965,40,1.3111,102.29,-0.142,0.084,-0.139,0.00013,-0.00696,0.00049,20.0,0.2618
7.5,23.5674,search_groove,150.0,25.0,53.511,0.21,2092.965,40,1.3111,56.17,-0.297,0.104,-0.068,0.00337,0.01542,0.00608,20.0,0.2618
7.5167,23.6463,search_groove,150.0,25.0,53.511,0.21,2092.965,47,1.3111,58.25,-0.168,-0.426,-0.11,-0.02253,0.00051,0.01303,20.0,0.2618
7.5333,23.7328,search_groove,150.0,25.0,53.511,0.21,2092.965,53,1.3111,63.84,0.083,-0.651,0.148,0.01534,-0.01211,-0.00832,20.0,0.2618
7.55,23.8076,search_groove,150.0,25.0,53.511,0.21,2092.965,35,1.3111,54.18,-0.101,0.519,-0.18,-0.01548,0.01279,0.00934,20.0,0.2618
7.5667,23.9412,search_groove,150.0,25.0,53.511,0.21,2342.248,57,1.3215,113.01,-0.302,-0.019,0.304,0.02031,-0.00163,-0.00594,20.0,0.2618
7.5833,24.0571,search_groove,150.0,25.0,51.715,0.37,2342.248,50,1.3215,67.66,0.482,0.05,1.176,-0.00013,-0.01522,-0.01041,20.0,0.2618
7.6,24.1581,search_groove,150.0,25.0,51.715,0.37,2342.248,54,1.3215,62.85,0.585,0.255,-1.243,0.00653,0.00448,-0.00104,20.0,0.2618
7.6167,24.2527,search_groove,150.0,25.0,51.715,0.37,2342.248,39,1.3215,55.87,-0.784,-0.549,0.865,-0.00042,-0.00477,0.00051,20.0,0.2618
7.6333,24.3478,search_groove,150.0,25.0,51.715,0.37,2342.248,43,1.3215,55.99,1.495,1.045,-1.04,0.0167,-0.00347,0.01938,20.0,0.2618
7.65,24.493,search_groove,150.0,25.0,51.715,0.37,2384.223,42,1.3173,107.4,-1.036,-0.423,0.525,-0.02618,0.0054,-0.02044,20.0,0.2618
7.6667,24.5937,search_groove,150.0,25.0,51.715,0.37,2384.223,44,1.3173,61.86,-0.676,-0.308,-0.547,-0.0127,0.0136,0.01588,20.0,0.2618
7.6833,24.6924,search_groove,150.0,25.0,49.976,0.29,2384.223,59,1.3173,61.59,0.451,-0.013,1.183,0.04103,-0.02301,-0.02167,20.0,0.2618
7.7,24.785,search_groove,150.0,25.0,49.976,0.29,2384.223,38,1.3173,55.08,0.715,0.412,-1.857,-0.01962,0.01017,0.04493,20.0,0.2618
7.7167,24.8859,search_groove,150.0,25.0,49.976,0.29,2384.223,57,1.3173,63.23,-0.016,-0.228,1.286,-0.00194,0.02375,-0.04216,20.0,0.2618
7.7333,25.035,search_groove,150.0,25.0,49.976,0.29,2515.935,40,1.3158,111.98,-0.792,0.295,0.395,-0.00239,-0.02991,0.00948,20.0,0.2618
7.75,25.134,search_groove,150.0,25.0,49.976,0.29,2515.935,48,1.3158,60.18,0.966,0.47,-1.072,0.03197,-0.00297,0.01055,20.0,0.2618
7.7667,25.2358,search_groove,150.0,25.0,49.976,0.29,2515.935,38,1.3158,62.6,-0.632,-0.32,0.71,-0.03347,0.00332,-0.01779,20.0,0.2618
7.7833,25.3398,search_groove,150.0,25.0,48.28,0.16,2515.935,49,1.3158,65.37,0.032,-0.315,-0.26,0.00262,0.00836,0.00232,20.0,0.2618
7.8,25.435,search_groove,150.0,25.0,48.28,0.16,2515.935,36,1.3158,58.0,-0.317,-0.682,0.778,0.00481,-0.00311,-0.00041,20.0,0.2618
